5 //Preshow, 0 0 0 0 100 50 0;
10 //Marisa, 0 127 0 0 255 255 254;
15 //Trans, 0 0 0 0 100 50 0;
20 //Clint, 0 0 0 127 0 143 123;
25 //Trans, 0 0 0 0 100 50 0;
30 //Tom, 0 0 127 0 255 0 119;
35 //Trans, 0 0 0 0 100 50 0;
40 //Cameron, 0 0 127 0 63 228 255;
45 //Trans, 0 0 0 0 0 0 0;
50 //Aria, 0 127 0 0 0 0 0;
55 //Trans, 0 0 0 0 0 0 0;
60 //Ava, 127 127 127 127 0 0 0;
65 //Trans, 0 0 0 0 0 0 0;
70 //Binh, 127 0 0 0 159 0 141;
75 //Postshow, 0 0 0 0 0 0 0;
